Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode,
25,Yes,Travel_Rarely,Sales,19,Male,2,1,Sales Representative,2,Married,2413,1,Yes,18,3,3,1,2,1,0,0,Post-Graduation,24-04-2020,,Work Accident,WFH,5,3,Yes,Walk-in,FullTime,
40,No,Travel_Rarely,Sales,10,Male,2,3,Sales Executive,2,Divorced,9705,2,No,12,3,1,11,2,1,0,0,Post-Graduation,09-03-2020,,Dept.Head,OFFICE,4,2,No,Job Event,FullTime,
19,Yes,Travel_Rarely,Sales,21,Male,2,1,Sales Representative,2,Single,2121,1,Yes,13,3,0,1,3,1,0,0,PHD,07-03-2020,,Work Environment,OFFICE,2,0,No,Recruiter,Contract,
20,Yes,Travel_Rarely,Research & Development,4,Male,3,1,Laboratory Technician,1,Single,2973,1,No,19,3,0,1,2,1,0,0,Graduation,27-03-2020,,Salary,OFFICE,0,1,Yes,Job Event,Contract,
40,No,Travel_Frequently,Research & Development,9,Male,3,1,Research Scientist,2,Divorced,3617,8,Yes,14,3,1,3,2,1,0,0,Graduation,07-03-2020,,Work Environment,WFH,2,0,No,Recruiter,Contract,
58,Yes,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,3,Single,2479,4,No,24,4,0,7,4,1,0,0,Graduation,03-05-2020,,Work Accident,WFH,4,2,Yes,Walk-in,Contract,
40,Yes,Non-Travel,Sales,24,Female,4,4,Sales Executive,2,Single,13194,4,Yes,16,3,0,22,2,1,0,0,Graduation,27-06-2020,,Dept.Head,OFFICE,4,3,Yes,Recruiter,FullTime,
20,Yes,Travel_Rarely,Research & Development,11,Female,2,1,Research Scientist,1,Single,2600,1,Yes,15,3,0,1,2,1,0,0,Graduation,21-01-2020,,Better Opportunity,OFFICE,0,2,Yes,Job Portal,FullTime,
42,No,Travel_Rarely,Sales,5,Male,3,5,Manager,3,Married,18303,6,No,13,3,0,21,3,1,0,0,Graduation,17-05-2020,,Work Environment,WFH,4,2,No,Job Event,Part Time,
50,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,4,Married,2380,4,No,18,3,0,8,5,1,0,0,Graduation,11-06-2020,,Salary,WFH,3,0,No,Walk-in,FullTime,
37,Yes,Travel_Rarely,Research & Development,11,Female,1,2,Healthcare Representative,2,Married,4777,5,No,15,3,0,15,2,1,0,0,Post-Graduation,09-01-2020,,Better Opportunity,OFFICE,2,0,No,Recruiter,FullTime,
38,No,Travel_Rarely,Sales,3,Male,3,2,Sales Executive,4,Single,6861,8,Yes,12,3,0,19,1,1,0,0,PHD,16-04-2020,,Dept.Head,WFH,1,1,No,Recruiter,Contract,
36,Yes,Travel_Rarely,Research & Development,15,Male,3,2,Laboratory Technician,3,Divorced,4834,7,No,14,3,1,9,3,1,0,0,Graduation,13-05-2020,,Work Environment,OFFICE,4,2,Yes,Walk-in,FullTime,
34,No,Travel_Rarely,Sales,10,Female,3,1,Sales Representative,3,Married,2220,1,Yes,19,3,1,1,2,1,0,0,Post-Graduation,18-02-2020,,Salary,OFFICE,0,3,Yes,Job Event,FullTime,
28,No,Travel_Rarely,Sales,10,Male,3,1,Sales Representative,2,Married,1052,1,No,22,4,0,1,5,1,0,0,Post-Graduation,25-04-2020,,Work Environment,WFH,0,0,Yes,Job Event,Contract,
43,No,Travel_Rarely,Sales,25,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,1,18,5,1,0,0,Post-Graduation,27-06-2020,,Work Accident,OFFICE,4,2,No,Walk-in,Part Time,
21,Yes,Travel_Rarely,Research & Development,10,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,0,1,6,1,1,0,12th,25-06-2020,,Work Environment,OFFICE,1,1,Yes,Recruiter,Contract,
37,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,8,5,1,0,0,Post-Graduation,25-06-2020,,Salary,WFH,3,2,Yes,Recruiter,Part Time,
26,Yes,Travel_Rarely,Research & Development,21,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,1,0,1,0,0,12th,31-03-2020,,Work Environment,OFFICE,0,0,No,Walk-in,FullTime,
28,Yes,Travel_Frequently,Research & Development,1,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,2,1,2,1,0,0,PHD,23-06-2020,,Work Environment,WFH,0,2,No,Recruiter,Contract,
38,No,Travel_Rarely,Sales,2,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,0,10,2,1,0,0,12th,29-03-2020,,Salary,WFH,3,0,No,Recruiter,Part Time,
42,No,Travel_Rarely,Research & Development,29,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,0,16,3,1,0,0,Post-Graduation,17-03-2020,,Work Environment,WFH,0,1,No,Walk-in,FullTime,
41,No,Travel_Rarely,Research & Development,12,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,6,4,1,0,0,12th,30-01-2020,,Better Opportunity,OFFICE,1,0,No,Recruiter,FullTime,
28,Yes,Travel_Rarely,Research & Development,12,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,0,1,4,1,0,0,Post-Graduation,14-01-2020,,Work Environment,OFFICE,4,1,Yes,Job Portal,FullTime,
40,No,Travel_Frequently,Research & Development,26,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,1,16,3,1,0,0,Graduation,29-05-2020,,Salary,WFH,5,3,No,Recruiter,Part Time,
32,No,Non-Travel,Sales,2,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,1,0,0,Post-Graduation,07-02-2020,,Dept.Head,OFFICE,4,0,No,Job Portal,FullTime,
19,No,Travel_Rarely,Research & Development,9,Male,3,1,Research Scientist,1,Single,2552,1,No,25,4,0,1,4,1,0,0,Post-Graduation,26-01-2020,,Work Environment,WFH,5,1,Yes,Walk-in,Contract,
41,Yes,Non-Travel,Research & Development,5,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,5,2,1,0,0,12th,01-03-2020,,Work Accident,WFH,0,3,Yes,Job Portal,Contract,
24,Yes,Travel_Rarely,Research & Development,17,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,3,1,0,0,Post-Graduation,19-01-2020,,Work Environment,OFFICE,5,3,No,Walk-in,FullTime,
42,No,Travel_Frequently,Research & Development,26,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,0,20,6,1,0,0,Graduation,21-03-2020,,Better Opportunity,OFFICE,1,3,No,Recruiter,Part Time,
19,Yes,Non-Travel,Research & Development,10,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,0,1,2,1,0,0,Graduation,01-04-2020,,Work Accident,OFFICE,1,1,Yes,Walk-in,Part Time,
49,No,Travel_Rarely,Research & Development,4,Male,2,5,Manager,3,Married,18711,2,No,13,3,1,23,2,1,0,0,Post-Graduation,22-05-2020,,Salary,OFFICE,4,1,No,Recruiter,Contract,
48,No,Travel_Rarely,Research & Development,2,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,0,7,4,1,0,0,Graduation,06-01-2020,,Work Environment,OFFICE,3,0,No,Recruiter,Part Time,
48,No,Travel_Rarely,Research & Development,1,Male,2,5,Research Director,4,Single,18265,6,No,12,3,0,25,3,1,0,0,Graduation,03-02-2020,,Work Environment,WFH,5,0,Yes,Walk-in,Part Time,
34,No,Travel_Rarely,Research & Development,20,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,0,2,5,1,0,0,12th,10-04-2020,,Dept.Head,WFH,5,2,Yes,Recruiter,FullTime,
19,No,Travel_Rarely,Research & Development,25,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,0,1,2,1,0,1,Post-Graduation,21-03-2020,,Work Environment,WFH,3,0,No,Walk-in,Contract,
23,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,1,1,2,1,0,1,Graduation,30-03-2020,,Better Opportunity,OFFICE,2,1,Yes,Job Event,FullTime,
25,Yes,Travel_Frequently,Sales,24,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,0,1,4,1,1,0,PHD,27-06-2020,,Better Opportunity,OFFICE,0,1,No,Walk-in,FullTime,
42,No,Travel_Rarely,Research & Development,7,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,0,18,2,1,0,0,12th,18-04-2020,,Work Accident,WFH,5,3,Yes,Walk-in,FullTime,
27,No,Travel_Rarely,Sales,11,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,1,5,4,1,0,0,Post-Graduation,28-01-2020,,Work Accident,OFFICE,2,1,Yes,Job Portal,Contract,
31,Yes,Travel_Frequently,Sales,2,Female,2,1,Sales Representative,4,Single,2785,7,No,14,3,0,3,3,1,0,0,12th,27-06-2020,,Dept.Head,WFH,1,1,No,Recruiter,Contract,
31,Yes,Travel_Frequently,Sales,1,Female,1,1,Sales Representative,3,Single,1359,1,No,12,3,0,1,3,1,0,0,Graduation,27-06-2020,,Dept.Head,WFH,0,1,Yes,Recruiter,Part Time,
31,Yes,Travel_Rarely,Research & Development,8,Female,2,1,Research Scientist,2,Single,1261,1,No,12,3,0,1,3,1,0,0,Graduation,17-01-2020,,Salary,WFH,5,2,Yes,Job Portal,Contract,
39,Yes,Non-Travel,Research & Development,2,Female,2,1,Laboratory Technician,1,Single,3646,2,Yes,23,4,0,11,2,1,0,0,PHD,18-04-2020,,Work Accident,WFH,4,3,Yes,Walk-in,Contract,
44,No,Travel_Frequently,Sales,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,1,11,4,1,0,0,Graduation,24-04-2020,,Work Accident,OFFICE,0,2,No,Job Portal,Contract,
30,No,Non-Travel,Research & Development,7,Male,3,1,Research Scientist,3,Divorced,1274,1,No,13,3,2,1,2,1,0,0,Post-Graduation,31-01-2020,,Better Opportunity,WFH,4,1,No,Recruiter,Contract,
35,No,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,3,1,0,0,PHD,05-04-2020,,Dept.Head,OFFICE,4,3,Yes,Job Event,Contract,
24,No,Non-Travel,Sales,13,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,1,1,2,1,0,0,PHD,27-03-2020,,Dept.Head,OFFICE,4,1,Yes,Recruiter,FullTime,
28,No,Travel_Rarely,Research & Development,1,Male,2,1,Research Scientist,3,Divorced,1563,1,No,14,3,1,1,2,1,0,0,12th,26-03-2020,,Better Opportunity,OFFICE,4,3,No,Job Portal,Contract,
42,No,Travel_Rarely,Research & Development,2,Male,2,1,Laboratory Technician,2,Married,4841,4,No,14,3,1,4,3,1,0,0,Post-Graduation,19-02-2020,,Work Accident,WFH,5,1,Yes,Walk-in,Contract,
24,No,Travel_Rarely,Research & Development,21,Male,2,1,Laboratory Technician,1,Divorced,2296,0,No,14,3,3,2,3,1,0,0,Post-Graduation,05-03-2020,,Better Opportunity,WFH,4,3,No,Job Event,FullTime,
29,No,Travel_Rarely,Research & Development,9,Male,4,1,Research Scientist,3,Married,2451,6,No,18,3,2,5,2,1,0,0,Graduation,14-03-2020,,Work Environment,OFFICE,3,1,Yes,Job Portal,Contract,
35,Yes,Travel_Rarely,Research & Development,2,Female,3,1,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,1,2,1,0,0,PHD,15-03-2020,,Work Environment,OFFICE,3,3,No,Job Portal,FullTime,
34,No,Travel_Rarely,Research & Development,7,Male,3,1,Research Scientist,4,Single,2972,1,No,13,3,0,1,4,1,0,0,Post-Graduation,28-05-2020,,Salary,OFFICE,2,0,No,Job Portal,FullTime,
26,No,Travel_Rarely,Research & Development,3,Female,3,1,Research Scientist,4,Married,2061,1,No,21,4,0,1,5,1,0,0,Graduation,21-01-2020,,Better Opportunity,WFH,2,2,No,Walk-in,Contract,
36,No,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,3,Single,6815,6,No,13,3,0,15,5,1,0,0,Post-Graduation,01-02-2020,,Better Opportunity,WFH,5,0,No,Walk-in,Part Time,
50,No,Travel_Rarely,Sales,9,Male,3,5,Manager,3,Married,19331,4,Yes,16,3,1,27,2,1,0,0,PHD,23-06-2020,,Salary,OFFICE,4,1,Yes,Recruiter,FullTime,
42,No,Travel_Rarely,Research & Development,9,Male,2,5,Manager,4,Single,19613,8,No,22,4,0,24,2,1,0,1,12th,17-05-2020,,Better Opportunity,OFFICE,1,1,Yes,Job Event,Contract,
35,No,Travel_Rarely,Research & Development,7,Male,2,1,Laboratory Technician,4,Married,2690,1,No,18,3,1,1,5,1,0,1,12th,17-02-2020,,Work Accident,WFH,1,0,No,Recruiter,Contract,
28,Yes,Travel_Rarely,Research & Development,24,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,1,0,0,12th,08-04-2020,,Dept.Head,WFH,1,1,Yes,Recruiter,FullTime,
32,Yes,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,2,Single,1393,1,No,12,3,0,1,2,1,0,0,Graduation,08-02-2020,,Salary,OFFICE,4,0,Yes,Walk-in,FullTime,
60,No,Travel_Rarely,Research & Development,1,Male,1,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,1,19,2,1,0,0,12th,20-05-2020,,Salary,OFFICE,1,1,No,Recruiter,Contract,
24,Yes,Travel_Rarely,Human Resources,22,Male,1,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,1,0,0,PHD,07-02-2020,,Better Opportunity,OFFICE,1,2,No,Walk-in,FullTime,
40,No,Travel_Rarely,Research & Development,8,Female,3,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,1,18,3,1,0,0,Post-Graduation,19-02-2020,,Dept.Head,OFFICE,0,1,Yes,Recruiter,Contract,
47,No,Non-Travel,Sales,2,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,1,4,3,1,0,0,12th,10-03-2020,,Dept.Head,OFFICE,0,0,No,Job Portal,Part Time,
31,Yes,Travel_Rarely,Sales,16,Male,3,3,Sales Executive,3,Married,8161,2,No,13,3,3,10,2,1,0,0,Post-Graduation,13-01-2020,,Work Accident,OFFICE,4,3,Yes,Job Event,Part Time,
29,No,Travel_Rarely,Research & Development,4,Female,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,1,0,0,Graduation,24-05-2020,,Work Environment,OFFICE,3,3,No,Walk-in,FullTime,
38,No,Travel_Rarely,Research & Development,18,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,1,15,2,1,1,0,Post-Graduation,21-02-2020,,Work Accident,WFH,2,1,Yes,Job Event,Part Time,
43,Yes,Travel_Frequently,Research & Development,17,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,3,1,6,4,1,0,0,PHD,04-05-2020,,Dept.Head,OFFICE,3,1,No,Walk-in,Contract,
55,No,Travel_Rarely,Research & Development,2,Male,2,5,Research Director,1,Married,19038,8,No,12,3,3,34,2,1,0,0,PHD,16-03-2020,,Better Opportunity,WFH,4,1,Yes,Recruiter,Contract,
21,Yes,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,0,1,3,1,1,0,PHD,26-05-2020,,Work Accident,WFH,5,2,Yes,Job Event,Part Time,
22,Yes,Travel_Rarely,Research & Development,8,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,0,1,6,1,0,0,12th,05-03-2020,,Salary,WFH,5,3,Yes,Job Event,FullTime,
31,Yes,Travel_Rarely,Human Resources,18,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,0,2,4,1,0,0,Post-Graduation,15-06-2020,,Work Accident,WFH,4,1,Yes,Walk-in,Contract,
36,No,Travel_Rarely,Research & Development,2,Female,3,2,Research Scientist,2,Married,6962,4,Yes,22,4,1,15,2,1,0,0,Graduation,01-05-2020,,Work Environment,WFH,4,0,Yes,Recruiter,Part Time,
29,No,Travel_Rarely,Human Resources,6,Male,2,1,Human Resources,2,Married,2804,1,No,11,3,0,1,3,1,0,0,Post-Graduation,14-02-2020,,Dept.Head,WFH,1,3,Yes,Job Portal,Part Time,
29,Yes,Travel_Frequently,Research & Development,24,Male,2,1,Research Scientist,4,Single,2439,1,Yes,24,4,0,1,3,1,1,0,Graduation,30-06-2020,,Salary,OFFICE,3,1,Yes,Job Portal,Part Time,
28,No,Travel_Rarely,Sales,3,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,1,1,3,1,0,0,12th,04-02-2020,,Better Opportunity,OFFICE,3,2,Yes,Job Event,Contract,
30,Yes,Travel_Rarely,Sales,9,Male,3,1,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,1,0,0,Post-Graduation,13-06-2020,,Better Opportunity,WFH,0,0,No,Job Event,FullTime,
22,Yes,Travel_Rarely,Research & Development,7,Male,3,1,Research Scientist,2,Single,2472,1,Yes,23,4,0,1,2,1,0,0,Post-Graduation,13-05-2020,,Work Environment,OFFICE,0,1,No,Job Portal,FullTime,
26,No,Travel_Rarely,Research & Development,1,Female,2,1,Research Scientist,3,Married,2933,1,Yes,13,3,1,1,3,1,1,0,PHD,29-05-2020,,Salary,OFFICE,1,0,Yes,Job Portal,Part Time,
29,Yes,Travel_Frequently,Sales,24,Male,4,1,Sales Representative,1,Single,1091,1,No,17,3,0,1,3,1,0,0,Post-Graduation,02-03-2020,,Dept.Head,WFH,5,0,No,Job Portal,Part Time,
58,No,Travel_Rarely,Sales,21,Female,3,4,Manager,4,Married,17875,4,Yes,13,3,1,29,2,1,0,0,12th,31-03-2020,,Salary,WFH,2,1,No,Recruiter,Part Time,
27,Yes,Travel_Frequently,Human Resources,22,Female,2,1,Human Resources,2,Married,2863,1,No,12,3,0,1,2,1,0,0,PHD,18-06-2020,,Salary,OFFICE,3,3,No,Recruiter,Part Time,
38,No,Travel_Rarely,Sales,1,Male,2,1,Sales Representative,1,Single,2858,4,No,14,3,0,20,3,1,0,0,Post-Graduation,08-01-2020,,Work Environment,WFH,3,1,No,Job Portal,FullTime,
32,No,Travel_Rarely,Research & Development,5,Male,2,2,Manufacturing Director,4,Single,9679,8,No,24,4,0,8,1,1,0,0,12th,08-06-2020,,Better Opportunity,WFH,3,2,No,Job Portal,Contract,
31,No,Travel_Rarely,Research & Development,2,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,1,4,1,0,0,PHD,30-03-2020,,Dept.Head,OFFICE,4,3,No,Recruiter,Contract,
33,No,Non-Travel,Research & Development,1,Male,2,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,1,2,1,0,0,PHD,26-05-2020,,Better Opportunity,WFH,0,1,Yes,Walk-in,Contract,
40,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,4,Married,2406,8,No,19,3,2,8,3,1,0,0,Post-Graduation,15-03-2020,,Salary,WFH,1,2,Yes,Recruiter,FullTime,
23,Yes,Travel_Frequently,Sales,9,Male,3,1,Sales Representative,1,Married,1790,1,No,19,3,1,1,3,1,1,0,Post-Graduation,02-04-2020,,Work Accident,OFFICE,2,3,No,Job Event,FullTime,
27,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,2,Married,3468,9,No,12,3,1,6,3,2,2,2,Graduation,19-02-2019,,Dept.Head,WFH,0,2,Yes,Job Portal,Contract,
34,No,Travel_Rarely,Research & Development,19,Male,3,1,Laboratory Technician,4,Divorced,2661,0,No,11,3,1,3,2,2,1,2,PHD,01-05-2019,,Work Environment,OFFICE,2,2,Yes,Job Event,FullTime,
46,No,Travel_Rarely,Sales,2,Female,3,5,Manager,1,Single,18947,3,No,12,3,0,22,2,2,2,1,Post-Graduation,16-03-2019,,Work Accident,WFH,2,2,No,Recruiter,Part Time,
24,Yes,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,2293,2,Yes,16,3,1,6,2,2,2,0,Graduation,26-01-2019,,Work Environment,WFH,1,3,Yes,Job Event,Part Time,
35,No,Travel_Rarely,Sales,2,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,0,2,3,2,2,2,12th,16-04-2019,,Salary,OFFICE,1,1,No,Job Event,FullTime,
28,Yes,Travel_Rarely,Research & Development,5,Male,3,1,Laboratory Technician,3,Single,3441,1,Yes,13,3,0,2,3,2,2,2,PHD,03-05-2019,,Salary,OFFICE,2,2,Yes,Job Event,Contract,
26,No,Travel_Rarely,Sales,23,Female,2,2,Sales Executive,4,Married,4157,7,Yes,19,3,1,5,2,2,0,0,Post-Graduation,17-05-2019,,Work Accident,WFH,4,3,Yes,Recruiter,FullTime,
35,No,Travel_Rarely,Research & Development,23,Female,3,1,Laboratory Technician,1,Married,4014,3,Yes,15,3,1,4,3,2,2,2,PHD,04-02-2019,,Work Environment,WFH,3,0,No,Job Portal,Part Time,
25,No,Travel_Rarely,Research & Development,7,Male,2,1,Research Scientist,4,Married,2889,1,No,11,3,2,2,2,2,2,1,12th,27-05-2019,,Dept.Head,WFH,4,0,No,Job Portal,Contract,
22,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,4,Married,2523,0,No,14,3,1,3,2,2,2,1,Graduation,30-06-2019,,Dept.Head,OFFICE,4,0,Yes,Walk-in,FullTime,
50,No,Travel_Frequently,Sales,12,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,0,16,3,2,2,1,12th,16-04-2019,,Salary,OFFICE,5,0,No,Job Portal,Contract,
31,Yes,Travel_Rarely,Sales,20,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,1,4,2,2,2,2,Graduation,07-06-2019,,Salary,OFFICE,0,3,No,Walk-in,Part Time,
25,No,Travel_Rarely,Sales,28,Male,2,2,Sales Executive,3,Married,8639,2,No,18,3,0,6,3,2,2,2,Post-Graduation,11-02-2019,,Work Environment,OFFICE,1,2,Yes,Job Portal,Contract,
22,No,Travel_Rarely,Research & Development,19,Male,3,1,Research Scientist,4,Married,2323,1,No,24,4,2,2,6,2,2,2,12th,13-04-2019,,Work Environment,WFH,5,0,Yes,Walk-in,Part Time,
27,No,Non-Travel,Research & Development,9,Male,3,1,Research Scientist,2,Divorced,2024,6,No,18,3,1,6,1,2,2,2,Post-Graduation,19-03-2019,,Dept.Head,OFFICE,4,1,No,Job Portal,Contract,
56,No,Travel_Rarely,Research & Development,8,Female,3,1,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,2,2,2,Graduation,27-04-2019,,Dept.Head,OFFICE,1,1,No,Recruiter,Part Time,
38,No,Travel_Rarely,Research & Development,9,Female,3,1,Laboratory Technician,4,Single,2288,1,No,12,3,0,2,3,2,2,1,Post-Graduation,28-06-2019,,Work Environment,WFH,5,1,Yes,Recruiter,FullTime,
27,No,Travel_Frequently,Research & Development,1,Male,2,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,6,1,2,2,0,Post-Graduation,05-05-2019,,Work Accident,WFH,4,3,Yes,Walk-in,Contract,
52,No,Travel_Rarely,Research & Development,2,Female,2,1,Laboratory Technician,4,Single,3212,7,No,15,3,0,6,3,2,2,2,Post-Graduation,02-03-2019,,Dept.Head,WFH,2,3,Yes,Job Portal,Contract,
59,No,Travel_Rarely,Human Resources,6,Male,3,1,Human Resources,3,Married,2267,8,No,17,3,0,7,2,2,2,2,12th,11-01-2019,,Work Accident,OFFICE,2,3,Yes,Walk-in,Contract,
31,No,Travel_Frequently,Research & Development,3,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,9,3,2,2,2,12th,22-04-2019,,Dept.Head,WFH,1,3,No,Job Portal,Contract,
33,No,Travel_Rarely,Research & Development,5,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2,0,2,Post-Graduation,07-06-2019,,Better Opportunity,WFH,4,2,Yes,Recruiter,Part Time,
38,No,Travel_Rarely,Research & Development,23,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,1,10,2,2,1,2,12th,24-01-2019,,Better Opportunity,OFFICE,5,2,Yes,Walk-in,FullTime,
31,No,Travel_Frequently,Sales,5,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,1,2,5,2,2,2,12th,01-01-2019,,Work Accident,WFH,0,2,No,Recruiter,FullTime,
31,No,Travel_Rarely,Human Resources,2,Male,2,2,Human Resources,1,Married,6410,3,No,12,3,0,9,1,2,1,0,Graduation,19-02-2019,,Salary,OFFICE,1,1,Yes,Job Portal,Contract,
31,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,1,3,2,2,2,2,Graduation,08-03-2019,,Better Opportunity,WFH,2,3,Yes,Job Event,Part Time,
30,No,Non-Travel,Sales,25,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,1,4,2,2,2,2,Post-Graduation,29-06-2019,,Dept.Head,OFFICE,0,3,No,Walk-in,Part Time,
31,No,Travel_Rarely,Research & Development,9,Male,2,1,Research Scientist,2,Single,2657,0,Yes,16,3,0,3,5,2,2,2,Post-Graduation,16-03-2019,,Salary,WFH,5,2,Yes,Recruiter,Part Time,
36,No,Travel_Rarely,Research & Development,2,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,1,6,3,2,2,2,Post-Graduation,21-05-2019,,Better Opportunity,OFFICE,4,3,Yes,Recruiter,Contract,
22,No,Travel_Rarely,Research & Development,11,Female,3,1,Research Scientist,2,Married,2244,1,No,13,3,1,2,1,2,1,2,PHD,03-06-2019,,Salary,OFFICE,4,2,Yes,Job Event,Contract,
25,Yes,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Married,4031,5,No,13,3,1,6,5,2,0,2,PHD,29-01-2019,,Work Accident,OFFICE,2,1,No,Recruiter,Contract,
45,No,Travel_Rarely,Research & Development,10,Male,3,1,Research Scientist,4,Married,2654,3,No,21,4,2,8,3,2,0,2,Post-Graduation,10-03-2019,,Work Environment,WFH,2,2,Yes,Walk-in,FullTime,
34,Yes,Travel_Frequently,Sales,6,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,1,3,3,2,1,0,PHD,25-05-2019,,Work Accident,WFH,1,2,No,Recruiter,FullTime,
29,Yes,Travel_Rarely,Research & Development,25,Female,2,1,Research Scientist,2,Married,2546,5,No,16,3,0,6,2,2,1,1,Graduation,26-01-2019,,Dept.Head,WFH,4,3,Yes,Job Portal,FullTime,
42,No,Travel_Frequently,Research & Development,5,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,3,1,8,4,2,2,0,Post-Graduation,19-01-2019,,Work Environment,WFH,2,1,Yes,Job Event,Contract,
22,Yes,Travel_Frequently,Research & Development,4,Male,2,1,Laboratory Technician,3,Single,3894,5,No,16,3,0,4,3,2,1,2,Post-Graduation,04-03-2019,,Dept.Head,OFFICE,2,1,No,Job Event,Contract,
46,No,Travel_Frequently,Research & Development,18,Female,3,3,Healthcare Representative,3,Married,10527,5,No,11,3,0,28,3,2,1,2,Post-Graduation,27-04-2019,,Better Opportunity,WFH,1,0,Yes,Job Portal,Contract,
24,No,Travel_Frequently,Sales,24,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,2,3,3,2,2,1,PHD,04-02-2019,,Better Opportunity,OFFICE,2,3,No,Walk-in,FullTime,
